"id_estudiante","beca","ingreso_familiar","escolaridad_madre","escolaridad_padre","num_hermanos","rural","indigena","distancia_escuela","mujer","edad","calificacion_previa","asistencia_previa","calificacion","asistencia","desercion"
691,0,29930.76,9,6,3,0,1,1.78,0,16,98,98,99,100,0
692,1,1815.84,6,0,3,0,0,2.25,0,16,67.1,98,72.3,100,0
693,0,6633.77,16,12,2,0,0,0.04,0,14,98,98,100,95.9,0
694,0,2706.45,0,6,4,0,0,1.47,0,13,84.7,98,80.6,93.8,0
695,0,25874.4,0,12,3,1,1,2.61,0,17,98,98,100,92.4,0
696,1,1465.09,6,9,0,0,0,1.53,0,14,82.7,98,84.1,100,0
697,0,5106.1,0,6,1,0,1,1.02,0,17,68,97.7,63.1,97.8,0
698,0,9790.42,3,6,2,1,1,2.47,1,14,98,98,92.8,100,0
699,0,19533.48,3,12,3,1,0,1.98,1,15,98,98,99.1,96,0
700,0,12695.8,16,0,4,0,0,1.77,0,17,98,98,100,100,0
701,0,51169.64,9,12,1,1,0,3.3,0,14,98,98,96.2,92.4,0
702,0,40811.4,6,12,3,0,1,0.58,1,15,98,98,100,100,0
703,0,7736.44,12,9,6,1,1,0.9,0,18,96.1,98,98.1,89.1,0
704,0,11541.16,6,12,6,0,0,1.04,0,13,98,98,100,100,0
705,1,2856.45,9,3,3,0,0,0.97,1,17,80.6,98,81.3,100,0
706,0,7877.96,12,0,3,1,0,0.03,1,16,86.7,98,79.4,98.6,0
707,0,16973.41,3,0,3,0,0,0.36,1,14,98,98,100,93.5,0
708,0,6071.36,0,12,1,1,0,1.17,1,14,72.6,88.6,74.8,94.9,0
709,0,11775.05,3,9,2,1,0,0.6,0,14,98,98,88.7,100,0
710,0,6898.16,12,3,2,1,0,3.88,1,15,96.3,98,100,92.6,0
711,0,8068.49,6,3,1,0,0,0.48,1,15,97,98,100,90.8,0
712,0,5290.13,3,6,6,1,0,0.72,0,17,82.5,92.2,78.5,97.4,0
713,0,5365.09,16,9,6,0,0,0.06,1,14,98,98,100,98.1,0
714,0,7570.93,12,0,2,1,0,1.97,0,14,98,98,99.4,100,0
715,0,11484.42,9,3,2,0,1,0.5,0,14,98,98,100,99.8,0
716,0,18004.25,9,6,2,0,0,0.16,1,16,98,98,100,99.9,0
717,0,3195.34,6,3,4,0,1,1.31,1,13,82.5,98,72.5,97.6,0
718,0,31092.29,9,9,2,0,0,0.69,0,17,98,98,100,100,0
719,0,21454.64,9,3,3,1,0,7.37,1,12,98,98,100,100,0
720,0,7927.15,12,9,3,1,0,0.12,0,18,98,98,100,100,0
721,0,6417.37,3,9,1,1,0,7.16,0,13,85.5,98,92.9,99.6,0
722,0,17643.14,0,9,4,0,0,0.64,1,13,98,98,99.6,88.4,0
723,0,6689.1,3,9,3,0,0,1.82,0,13,95.6,98,92.1,99.8,0
724,0,3938.78,16,6,2,1,1,1.16,1,14,95.1,98,88.7,92.4,0
725,0,4890.55,9,6,2,0,0,1.4,1,16,79.4,98,79.9,100,0
726,1,2206.63,3,12,1,1,0,5.61,1,14,79.7,87.7,84.4,100,0
727,1,1451.57,3,9,3,0,0,0.6,1,13,78.6,96.5,86,100,0
728,0,43919,9,0,1,0,0,2.34,1,13,98,98,95.4,96.9,0
729,0,10049.36,9,0,2,1,0,1.35,0,17,93.4,98,99,100,0
730,0,5347.7,6,6,1,1,1,5.94,1,18,80.8,86.3,85.5,91.6,0
731,0,8001.73,9,12,2,0,0,0.2,0,15,98,98,100,93.9,0
732,0,7179.59,9,6,2,0,1,0.07,1,14,98,98,100,100,0
733,0,8695.71,3,9,5,0,0,0.82,1,17,97.6,98,90.7,100,0
734,0,15110.15,9,6,3,0,0,0.09,1,15,98,98,95.9,96.9,0
735,0,11041.06,12,9,4,0,1,1.89,1,14,98,98,100,92.9,0
736,0,10703.89,9,6,5,0,0,0.7,1,14,98,98,97,100,0
737,1,1772.85,9,6,3,1,0,17.18,0,15,76.9,95.3,87.5,100,0
738,0,7737.66,0,6,4,0,0,1.11,0,15,82.3,98,79.8,97.7,0
739,0,5557.79,0,9,4,0,0,2.32,0,14,83.2,98,90.8,100,0
740,0,13464.14,3,3,4,1,0,3.13,1,12,98,98,94.2,100,0
741,1,3757.11,9,9,1,0,0,0.78,1,16,95.3,98,95.8,99.4,0
742,0,4256.24,9,9,2,1,0,7.1,0,15,86.3,96.8,91,92.5,0
743,0,5449.3,0,3,4,0,1,0.12,1,12,73.1,98,86.1,99.8,0
744,0,5797.71,3,9,1,0,1,0.84,1,16,86.3,98,91.8,99.9,0
745,0,4798.28,0,3,2,0,0,1.57,1,15,71.7,98,71.2,100,0
746,0,24745.26,3,6,3,1,0,1.3,0,14,98,98,95.5,97.4,0
747,0,96274.36,0,9,3,1,0,1.15,1,13,98,98,93.4,99.5,0
748,0,37073.6,6,12,4,0,0,0.39,0,17,98,98,100,98.3,0
749,0,5906.12,6,16,3,1,0,0.03,0,16,98,98,82.9,100,0
750,0,5067.68,3,9,2,1,0,3.97,1,13,84.3,89.8,85.5,93,0
751,0,11724.22,9,6,3,0,0,0.68,1,13,98,98,100,98.3,0
752,0,8758.39,12,3,1,0,1,0.06,0,16,86.8,98,87.3,100,0
753,0,13916.36,6,9,4,0,0,1.09,1,15,98,98,90.9,98.1,0
754,0,4451.44,9,9,2,1,0,2.25,1,13,96.1,98,100,99.4,0
755,0,18406.19,0,12,1,0,0,0.02,0,16,98,98,100,95.3,0
756,0,4641.18,12,3,3,0,0,0.21,0,16,82.9,98,84.5,100,0
757,1,2916.94,9,6,0,0,0,0.18,0,15,71.7,98,83.1,100,0
758,0,7525.56,9,6,4,1,0,0.71,1,13,98,98,94.6,100,0
759,0,35524.25,12,12,2,0,0,0,1,12,98,98,93.3,100,0
760,1,3851.8,9,3,1,0,0,0.34,1,14,93.6,98,99.9,100,0
761,0,3552.33,6,0,3,1,0,7.62,1,13,61.8,82.4,60.5,95.8,0
762,0,2819.71,6,0,2,1,0,3.35,0,14,56.1,85.6,53.3,92.2,0
763,0,7575.2,6,3,4,0,0,0.23,0,15,88.6,98,85.3,100,0
764,0,15049.83,6,3,2,1,0,1.48,1,15,98,98,100,100,0
765,0,7129.83,12,3,2,1,1,4.57,1,16,98,98,100,100,0
766,0,16165.68,9,16,1,0,0,0.72,0,16,98,98,97.3,94.7,0
767,0,17597.23,3,9,2,0,1,1.36,1,18,98,98,93.1,96.7,0
768,0,13244.04,3,16,3,0,0,0.45,1,12,98,98,100,83.1,0
769,0,59726.72,3,9,1,1,0,0.67,1,18,98,98,98.3,100,0
770,0,20418.81,9,6,3,1,0,0.55,1,15,98,98,88.5,100,0
771,0,36311.77,0,12,2,1,1,7.97,0,13,98,98,100,93.9,0
772,0,6700.61,12,0,6,0,0,0.69,1,16,83.8,98,87.6,100,0
773,0,5640.77,3,12,2,0,0,0.13,1,17,92.5,98,89.5,97.7,0
774,0,4566.94,12,0,1,1,0,2.94,1,15,87.5,98,100,93.8,0
775,0,11981.84,0,9,0,0,0,1.35,0,14,98,98,100,100,0
776,0,15793.62,9,12,3,1,0,0.31,0,15,98,98,100,98.7,0
777,0,16995.3,6,12,1,1,1,1.03,1,14,98,98,97.5,87.7,0
778,0,17232.01,3,3,4,0,1,0.15,0,13,98,98,100,100,0
779,0,5176.79,6,12,0,0,0,0.33,1,16,84.9,98,76.4,92.7,0
780,0,14046.93,9,3,2,1,0,6.85,1,17,98,98,100,100,0
781,0,9661.08,12,3,1,0,0,1.26,1,15,95.7,98,100,100,0
782,0,3625.73,9,0,6,1,1,0.99,1,15,75,98,86.5,100,0
783,0,10921.42,6,9,2,1,1,4.9,0,13,90.4,98,83.9,100,0
784,0,11795.97,12,0,5,0,0,1.2,0,14,86.5,98,92.1,97.7,0
785,0,8533.04,3,16,2,0,0,0.91,1,14,98,98,100,100,0
786,0,18103.35,3,0,1,0,1,0.54,1,12,98,98,97.9,92.4,0
787,0,6008.54,6,6,3,0,0,0.29,1,15,89.8,98,83.8,100,0
788,0,17135.14,9,3,4,0,0,0.83,1,15,98,98,98.3,90.9,0
789,0,15930.5,9,6,0,0,0,2,0,12,98,98,95.6,100,0
790,0,19421.32,3,6,1,0,0,0.93,0,15,98,98,88.8,100,0
791,0,13405.17,9,9,2,0,0,1.14,0,15,98,98,100,99,0
792,0,18579.01,9,16,0,0,0,0.4,0,14,98,98,100,100,0
793,0,16260.49,0,9,1,0,0,0.13,1,13,98,98,96.4,95.3,0
794,0,4905.31,3,16,4,1,0,1.49,0,17,81.2,98,89.7,100,0
795,0,11482.54,0,0,1,0,1,0.04,1,13,98,98,91.1,99.3,0
796,0,9813.61,6,3,2,1,0,4.49,1,13,98,98,100,100,0
797,1,2966.4,12,9,3,0,0,0.4,0,15,92.6,98,88.1,100,0
798,0,9690.06,0,12,3,0,0,1.04,1,13,87.6,98,94.2,100,0
799,0,12132.85,6,6,3,1,0,1.24,1,12,98,98,100,100,0
800,0,44073.4,3,12,2,1,1,9.97,0,13,98,98,100,88.3,0
801,0,4213.32,3,9,1,1,0,1.83,1,15,70.5,89.4,63.2,87.6,0
802,0,6638.14,12,6,3,1,0,0.82,0,14,98,98,93,100,0
803,0,11735.8,6,16,2,0,0,2.64,0,17,98,98,90.4,96,0
804,0,13819.85,9,3,2,1,0,2.15,1,16,94.6,98,95.1,96.3,0
805,0,11974.51,0,3,2,1,0,1.07,0,13,89.9,98,91.2,96.7,0
806,0,19171.69,3,3,4,0,0,0.03,0,14,98,98,100,97.7,0
807,0,20321.54,9,9,3,0,0,0.22,1,12,98,98,93.8,100,0
808,0,2213.44,6,6,2,0,0,1.94,0,16,82.6,98,88.3,96.9,0
809,0,19950.84,3,3,4,0,0,0.68,1,17,98,98,99.8,100,0
810,0,12995.29,0,12,2,0,0,0.17,1,15,98,98,97.8,99,0
811,1,4480.69,9,3,1,0,1,0.32,0,13,80.5,98,83.1,100,0
812,0,9916.58,6,3,5,0,0,1.49,1,17,95,98,93.4,93.6,0
813,0,6188.21,9,12,5,0,0,0.25,1,14,98,98,99.2,100,0
814,0,17299.48,12,12,5,0,0,0.64,0,16,98,98,100,100,0
815,0,4777.72,9,3,0,1,1,1.72,1,13,77.7,95.4,76.1,98.9,0
816,0,13994.83,12,12,1,1,0,2.49,0,15,98,98,91.6,100,0
817,0,8627.53,6,0,4,1,0,5.08,1,13,79.2,98,73,92.5,0
818,0,12415.42,9,9,3,0,0,0.59,0,18,98,98,100,100,0
819,0,16325.27,3,12,4,1,0,2.18,1,16,98,98,98.6,100,0
820,0,9052.61,6,9,2,0,0,0.04,0,14,98,98,94.6,88.3,0
821,0,17191.16,12,16,4,0,0,0.03,0,15,98,98,96.4,85.3,0
822,0,4765.03,12,9,6,0,0,1.11,0,18,98,98,95.6,96.6,0
823,0,4130.15,12,9,1,0,0,1.67,0,18,98,98,99.2,100,0
824,0,53717.26,9,9,0,0,1,0.64,1,12,98,98,100,100,0
825,0,7892.83,9,16,2,1,0,0.31,0,16,98,98,100,100,0
826,0,13634.3,6,6,1,1,0,6.66,0,17,98,98,100,89.8,0
827,0,4634.55,12,6,1,1,0,1.25,1,13,88.3,98,80.1,95.9,0
828,0,5710.14,6,12,2,0,0,0.23,1,14,91.7,98,91.4,97,0
829,1,4558.41,6,6,0,0,0,0.28,1,13,89,98,97.5,100,0
830,0,6502.93,9,6,1,0,0,0.22,0,15,98,98,92.1,98.4,0
831,0,16606.25,3,12,2,0,0,0.67,1,14,98,98,94.1,100,0
832,0,4857.14,6,6,3,1,0,3.78,1,18,84.4,98,72.6,100,0
833,0,7624.29,0,6,5,0,0,0.77,1,16,77.1,98,89.2,91.8,0
834,0,15977.6,3,6,1,0,0,0.04,1,16,98,98,100,99,0
835,0,13275.12,6,3,0,1,0,1.09,1,16,97.4,98,86.8,100,0
836,1,1651.12,3,3,2,0,0,0.27,1,13,60,89,66.8,100,0
837,0,13430.4,12,9,0,1,0,0.37,1,16,98,98,100,95.6,0
838,1,1710.74,12,3,3,1,0,3.31,1,15,81.8,98,81.9,100,0
839,0,11871.55,3,9,2,0,0,0.14,1,13,97.8,98,97,100,0
840,0,33623.62,0,0,6,0,0,0.8,1,16,98,98,100,100,0
841,0,16486.78,0,9,2,0,0,3.01,0,16,98,98,98.8,100,0
842,0,3352.52,9,16,1,1,0,7.04,1,14,81.5,95.4,81.3,100,0
843,0,6360.7,0,9,5,1,1,6.69,1,18,98,98,100,100,0
844,0,15788.49,6,16,2,0,0,0.01,0,18,98,98,100,95.9,0
845,1,1178.95,16,9,2,1,0,5.78,0,16,86,98,99.2,100,0
846,0,9956.31,9,3,2,1,0,4.34,0,13,98,98,100,100,0
847,1,1423.69,6,9,1,1,1,0.38,1,15,75.8,80.2,94.8,96.5,0
848,0,8274.5,12,0,2,0,0,1.83,1,14,96.5,98,100,100,0
849,0,5119.89,0,6,0,0,0,0.95,0,12,92.8,98,86.6,100,0
850,0,10113.82,6,12,0,0,0,0.95,0,16,98,98,100,100,0
851,0,10007.03,3,12,3,0,1,0.78,0,15,98,98,100,100,0
852,0,16507.44,12,12,3,0,0,0.02,1,15,98,98,100,97,0
853,0,5295.68,3,3,3,1,0,2.2,1,15,64.3,87.5,68.9,89.9,0
854,0,6431.09,6,9,1,0,0,0.6,0,17,97.3,98,96.4,99.7,0
855,0,52020.35,9,9,2,1,0,0.86,0,16,98,98,95.3,94.6,0
856,0,15429.8,0,3,0,0,0,0.75,0,14,98,98,99.1,96.3,0
857,0,4188.96,0,9,4,0,1,0.22,1,15,62.5,96,56.5,92.2,0
858,0,13242.76,6,6,1,1,0,1.3,1,17,98,98,86.3,100,0
859,0,8143.27,3,6,2,0,0,0.28,0,15,85.5,98,90.1,100,0
860,0,12151.05,3,6,2,0,0,0.13,0,15,98,98,98.6,100,0
861,0,3536.81,0,0,1,0,0,1.02,0,16,86.3,98,89.3,100,0
862,1,1561.58,6,3,2,0,0,0.3,1,16,85.1,98,95,100,0
863,1,3143.33,16,12,6,0,0,0.52,1,13,98,98,100,100,0
864,0,5337.43,3,9,1,0,0,0.47,1,16,78.2,97.3,69.1,94.9,0
865,0,3213.83,6,9,3,0,0,0.03,1,15,89.9,98,92.9,92.2,0
866,0,31753.83,3,12,1,1,0,2.5,1,15,98,98,100,100,0
867,0,5877.24,6,6,4,0,0,0.13,0,13,88,98,92.5,100,0
868,0,7612.61,3,16,2,1,0,4.31,1,16,98,98,100,100,0
869,0,4668.6,3,9,1,0,0,0.26,0,18,88.2,98,95.1,100,0
870,0,4615.97,9,0,3,1,1,2.09,1,13,77.3,88.2,83.9,98.8,0
871,0,9552.29,12,0,1,0,0,1.79,1,14,89.3,98,84.3,100,0
872,0,11340.55,12,0,2,0,0,2.46,1,16,98,98,100,92.3,0
873,0,18976.79,3,9,3,0,0,0.02,1,13,98,98,97.5,100,0
874,0,4527.18,6,3,3,1,0,8.57,1,14,70.6,97.3,74,100,0
875,0,16300.74,6,9,5,0,1,1.03,1,16,98,98,99.5,85.7,0
876,1,2668.47,3,9,1,0,0,0.6,1,12,73.1,94.8,66.7,93.8,0
877,0,10384.04,0,3,2,1,1,1.66,0,14,85.2,98,79.3,93.8,0
878,0,9433.7,9,9,0,0,0,0.49,0,17,98,98,99.8,100,0
879,0,7107.86,0,12,0,1,0,3.77,0,17,88.2,93.9,93.4,100,0
880,0,12219.55,3,0,1,0,0,1.58,1,14,98,98,93.7,100,0
881,0,16648.53,12,6,2,0,0,0.2,0,13,98,98,93.2,100,0
882,0,8918.62,9,16,2,0,0,1.09,0,15,96.1,98,90.5,100,0
883,0,17209.59,6,12,3,0,0,1.66,0,15,98,98,92,92.1,0
884,0,12239.1,6,6,1,0,1,1.45,0,15,98,98,95.8,100,0
885,0,5198.84,9,0,0,1,0,6.07,0,18,77.6,98,87.5,100,0
886,0,15031.47,6,6,2,0,0,0.21,0,17,98,98,90,99.2,0
887,0,14689.34,12,6,6,1,0,1.98,0,14,98,98,100,100,0
888,0,5055.73,3,3,1,1,0,4.81,1,17,70.6,98,57.3,99.9,0
889,0,13373.63,6,9,1,0,0,0.32,0,17,98,98,98,97.1,0
890,1,1806.07,6,9,1,0,0,0,1,14,85.2,95,99.5,100,0
891,0,9062.29,16,9,0,1,0,2.09,1,16,98,98,97.4,96.8,0
892,0,9820.66,3,12,3,1,0,14,1,12,98,98,92.4,100,0
893,0,8919.41,6,9,6,0,0,0.57,0,15,98,98,100,96.1,0
894,1,1620.73,3,12,1,0,0,2.36,1,15,84,98,100,100,0
895,0,6009.35,0,12,2,0,1,0.56,1,15,98,98,82.9,100,0
896,1,3649.2,6,9,3,0,1,0.68,0,13,94.2,98,98.5,100,0
897,1,3278.42,9,12,6,0,0,0.15,1,15,98,98,100,100,0
898,0,8202.28,3,9,3,0,1,1.38,0,14,88.7,98,80.3,97.5,0
899,0,11192.11,12,3,2,0,0,2.13,0,15,98,98,100,99.6,0
900,0,5255.51,0,6,5,1,0,5.08,1,16,65.7,93.7,65.3,86.7,0
901,0,4324.76,3,12,0,0,0,0.17,1,16,97.4,98,92.7,90.2,0
902,1,1045.19,0,12,2,0,0,0.85,1,12,59.2,90.1,72.5,97.6,0
903,0,8589.03,3,9,1,1,0,3.44,0,15,85.9,97.7,93.5,97.1,0
904,0,14767.66,6,12,6,0,0,0.27,1,14,98,98,95.2,100,0
905,0,7312.94,16,3,3,0,0,1.37,1,15,98,98,84.8,93.8,0
906,0,5484.64,12,9,3,1,1,17.08,1,14,89,98,92,100,0
907,0,16764.69,9,0,3,0,0,0.07,0,18,98,98,100,100,0
908,1,1840.93,6,6,2,0,0,0.87,1,15,81.9,98,86.8,100,0
909,0,6322.57,12,9,3,0,0,1.37,1,15,98,98,97.2,96.4,0
910,0,6303.8,0,9,4,0,0,0.21,0,18,96,98,93,100,0
911,0,8257.2,9,9,5,0,0,0.11,1,15,98,98,93.1,100,0
912,0,20884.61,6,6,2,0,0,0.98,1,14,98,98,93.5,100,0
913,0,5206.87,0,6,2,0,1,1.65,1,16,85.4,98,85.1,89.8,0
914,0,13064.22,9,3,1,1,0,6.11,0,14,98,98,100,99.9,0
915,0,13971.51,0,12,3,1,1,0.21,1,14,98,98,89.9,100,0
916,0,8180.99,0,6,1,1,0,6.06,0,15,66.4,97.4,55.1,98.3,0
917,0,6867.49,6,3,2,0,1,0.63,0,17,87.4,98,86.6,96.7,0
918,0,14633.65,3,3,4,1,0,0.67,0,12,98,98,100,100,0
919,0,7938.05,6,6,2,0,0,1.42,0,16,95.6,98,86.3,100,0
920,1,1924.88,16,3,0,1,1,0.59,0,15,73.2,98,86.1,100,0
921,1,1896.02,0,9,2,0,0,1.6,0,16,64.9,98,78.6,100,0
922,0,6593.26,3,12,2,0,0,0.13,1,14,85.2,98,95.4,96.1,0
923,0,7718.83,3,3,3,0,0,0.21,0,15,90.9,98,87.8,97.8,0
924,0,17916.89,16,9,2,0,0,0.03,0,16,98,98,100,100,0
925,1,3734.04,9,12,2,0,0,1.18,1,18,93.5,98,90,100,0
926,0,10988.19,3,6,3,0,1,0.52,0,15,90.7,98,90.5,99.8,0
927,0,9612.39,3,0,1,1,0,0.1,0,13,79.2,98,81.5,100,0
928,0,3733.85,3,0,3,0,0,1.02,0,17,67.5,98,59.6,95.6,0
929,0,26793.07,6,9,6,0,0,1.71,1,13,98,98,91.3,94.9,0
930,0,6192.07,0,3,6,0,1,1.23,0,14,77.7,98,76.7,97.7,0
931,1,2078.7,0,0,3,1,1,2.33,1,16,56.3,81.2,74.6,100,0
932,0,2504.53,3,0,2,1,0,4.18,1,16,69,82.3,74.4,78.3,0
933,0,6815.27,6,6,1,1,0,2.03,0,12,79.8,98,85.7,100,0
934,0,20362.05,6,9,5,0,0,1.33,1,15,98,98,100,100,0
935,0,13450.67,3,3,2,1,0,1.93,0,13,92.2,98,100,98.6,0
936,0,6490.87,12,0,2,0,0,0.29,1,15,97.8,98,83.7,92.3,0
937,1,2008.86,3,9,3,0,0,0.37,1,13,68,96.4,75.2,100,0
938,1,3587.31,0,12,5,1,1,0.32,0,12,76,88.5,82.8,100,0
939,0,6325.95,6,9,3,0,0,0.74,1,14,95.3,98,93.1,95.2,0
940,0,5371.14,6,12,2,0,0,0.31,0,14,81.5,98,82.6,92.3,0
941,1,4477.53,16,6,4,0,0,0.29,0,16,96.9,98,100,100,0
942,0,9442.47,9,16,3,0,0,0.01,0,12,98,98,100,100,0
943,0,3185.65,0,6,1,0,0,1.05,1,13,74.8,88.2,69,89.3,0
944,1,2206.33,12,16,3,0,0,0.75,0,16,98,98,100,100,0
945,0,3708.87,3,16,4,1,0,3.88,0,16,92,93.8,100,94.6,0
946,0,4670.88,6,6,1,0,0,0.72,1,14,89.5,98,95.9,100,0
947,0,11228.84,3,9,1,1,1,3.39,0,13,98,98,87.1,98.9,0
948,1,3303.96,12,6,2,1,0,0.79,0,16,75.2,93.4,96.9,100,0
949,1,2320.77,9,9,2,0,0,2.6,1,17,80.3,98,98.2,100,0
950,0,9776.42,6,6,1,0,0,0.28,1,12,98,98,92,100,0
951,1,1657.38,3,6,0,0,0,0.2,1,12,82.3,98,89,100,0
952,0,17719.59,6,3,3,1,0,0.12,1,15,98,98,100,97,0
953,0,6243.17,12,6,0,0,0,1.46,0,18,94.3,98,95.4,100,0
954,0,6758.45,0,12,5,0,0,2.52,1,15,91.3,98,92.6,96.2,0
955,0,11360.12,12,6,2,0,0,0.19,0,15,98,98,94.2,95.2,0
956,0,6940.85,3,9,3,0,0,0.02,1,13,98,98,100,97.5,0
957,0,6523.63,12,0,5,1,0,4.84,1,12,74,98,75.1,100,0
958,0,6555.41,6,3,2,0,1,0.28,0,14,98,98,95,95.3,0
959,0,5204.55,3,12,2,0,0,0.02,1,13,82.7,98,82.2,100,0
960,0,5713.77,6,0,2,0,0,0.01,1,13,78,98,85.3,91.7,0
961,0,10509.86,3,9,2,0,0,1.97,0,12,97,98,96.4,100,0
962,1,4334.16,12,6,1,0,1,0.3,0,15,83.6,98,96.2,100,0
963,0,12293.5,6,3,2,1,0,0.59,1,14,93.5,98,94.5,100,0
964,0,36691.06,3,3,4,1,0,0.7,0,16,98,98,87.3,100,0
965,0,28754.3,6,16,3,0,0,1.69,1,14,98,98,97.1,100,0
966,0,7292.04,6,9,1,0,0,0.23,0,16,98,98,84.1,95.8,0
967,0,2292.82,3,3,2,0,0,1.39,1,14,84,95.7,93.5,99.6,0
968,0,4377.42,6,3,0,0,0,0.58,0,16,80.9,98,83.3,100,0
969,1,3389.91,0,3,4,0,0,0.47,1,15,79.6,98,91.1,100,0
970,0,4491.65,3,6,2,1,0,0.25,1,17,73,97.4,70.2,97.6,0
971,0,16675.91,9,9,2,0,0,0.64,1,13,98,98,99,96.9,0
972,0,6127.09,3,6,1,0,1,0.96,0,14,70.4,98,74.9,100,0
973,0,12990.12,3,12,6,1,0,0.8,0,16,98,98,100,100,0
974,0,7142.04,3,6,2,0,0,2.27,1,16,92.7,98,100,100,0
975,0,15341.23,3,12,3,1,0,0.55,0,14,98,98,96.6,97.6,0
976,0,19326.83,3,6,2,0,0,0.07,1,15,98,98,100,97.9,0
977,0,15803.17,3,3,3,1,1,4.87,1,13,96.3,98,88.1,93.4,0
978,0,6390.12,9,9,2,1,0,0.61,0,14,92.4,98,100,90.4,0
979,0,35719.11,3,9,2,0,0,0.75,0,18,98,98,100,100,0
980,0,22894.82,3,6,4,0,0,0.62,1,14,98,98,89.5,91.2,0
981,0,5280.66,9,3,1,0,0,0.37,1,16,86.1,98,87.7,100,0
982,1,3993.95,9,12,5,0,1,0.14,1,15,88.4,98,100,100,0
983,0,35911.99,6,12,3,1,0,2.37,0,14,98,98,100,94.2,0
984,0,6525.85,6,3,4,0,0,0.84,1,13,92.7,98,91.3,99,0
985,0,12945.62,0,16,3,0,0,0.23,1,14,98,98,90.3,100,0
986,0,5106.93,6,0,1,1,0,4.92,0,15,66.2,98,53.4,84.2,0
987,0,6277.88,3,3,1,0,1,1.89,1,12,64.6,97.6,64.7,96.4,0
988,0,6302.99,3,9,5,1,0,2.06,1,14,83.6,98,80.3,96.8,0
989,0,4781.59,3,6,2,1,0,3.49,0,14,75.4,97.5,82,95.6,0
990,1,3045.66,12,12,2,0,0,0.3,0,17,98,98,100,100,0
991,0,8842.84,9,12,5,1,1,7.52,1,16,92.8,98,100,100,0
992,0,6717.52,3,9,1,0,0,1.14,0,12,98,98,90.6,100,0
993,0,9223.92,3,9,4,0,0,0.09,1,16,98,98,96.8,93.5,0
994,1,4085.82,6,0,3,0,0,1.06,0,15,79.5,98,84.7,100,0
995,1,3069.02,12,6,2,1,0,2.94,1,15,87.8,98,98,100,0
996,0,7675.76,12,12,3,0,1,0.06,1,18,98,98,100,100,0
997,0,25982.4,6,3,4,1,0,0.14,0,13,98,98,100,99.7,0
998,0,2554.59,16,12,0,1,1,3.41,0,15,98,98,85.4,99.7,0
999,0,5377.49,0,6,3,0,0,0.1,1,12,65.6,92.2,69.9,88.5,0
1000,0,9849.61,3,16,1,0,0,1.14,1,13,98,98,98.2,95.2,0
1001,0,31008.28,6,9,3,0,0,1.08,1,18,98,98,86.9,98.1,0
1002,0,8635,6,6,6,0,0,0.85,1,14,98,98,96.1,100,0
1003,0,4084.11,0,9,0,0,0,0.78,0,18,67.7,91,66.6,95.8,0
1004,1,4345.86,6,9,0,0,0,0.59,1,13,97.8,98,100,100,0
1005,0,5974.47,9,9,4,0,1,0.32,0,16,89.3,98,99.4,98.9,0
1006,1,1775.99,0,12,1,0,0,1.16,1,16,72.2,88.8,79.9,93.7,0
1007,0,7650.94,6,16,2,1,0,2.75,1,13,98,98,98.1,100,0
1008,0,3552.15,0,3,4,0,1,0.32,0,14,65,93.9,78.5,95.3,0
1009,0,13857.15,6,0,4,0,1,0,0,17,98,98,100,96.3,0
1010,0,6069.13,3,9,1,0,0,0.33,0,15,89.9,98,96.6,100,0
1011,0,6480.51,0,3,3,0,0,0.15,1,12,88,98,91,96.6,0
1012,0,4833.31,9,16,3,1,1,3,0,16,94.3,98,90.3,93.8,0
1013,0,5363.74,9,6,1,1,0,3.91,1,16,81.9,98,87.7,100,0
1014,0,2698.24,16,0,4,0,0,1.01,0,15,89.2,98,100,98.7,0
1015,0,18184.09,3,3,5,0,0,0.96,1,14,98,98,96.9,100,0
1016,0,11648.88,3,12,4,0,0,0.83,1,14,98,98,100,100,0
1017,0,10096.1,3,12,2,0,0,0.05,1,14,98,98,88.3,100,0
1018,0,2929.44,0,9,3,0,0,0.3,0,14,74.7,98,65.3,100,0
1019,0,17656.8,0,9,0,0,1,1.24,0,15,98,98,100,100,0
1020,0,22575.71,6,16,0,0,0,1.26,1,15,98,98,99.6,100,0
1021,0,7937.06,6,3,1,0,0,0.86,0,18,81.4,98,92.6,97.3,0
1022,1,2020.76,3,12,3,1,0,2.43,1,15,81.3,95.7,96.5,100,0
1023,0,3804.19,6,6,2,1,0,2.71,0,13,81,96.9,87.3,77.7,0
1024,0,5603.26,9,12,2,1,0,2.71,1,14,97.7,98,95.3,90.1,0
1025,0,12678.37,9,6,4,0,0,0.59,1,16,98,98,94,100,0
1026,0,9565.3,6,9,2,0,0,0.72,1,14,96.9,98,96,100,0
1027,0,11163.59,6,3,4,1,0,3.34,1,15,94.8,98,99.1,100,0
1028,0,7776.58,3,6,4,1,0,3.61,1,18,87.7,98,77.3,100,0
1029,0,15677.09,3,0,6,0,1,1.03,0,16,98,98,100,97.2,0
1030,1,2116.56,9,6,2,0,0,0.2,1,13,97.8,98,93.3,100,0
1031,1,3871.42,3,9,2,0,0,0.63,0,14,95.6,98,100,100,0
1032,0,4788.83,16,6,0,1,0,2.68,1,17,81.7,98,97.6,95.6,0
1033,0,30453.42,6,3,1,0,0,1.09,0,16,98,98,93.3,100,0
1034,1,3193.45,6,16,1,0,0,0.34,0,14,98,98,100,100,0
